comments,predicted_aspects
wellim not sure why we went back here the beer selection has dwindled the service was slow we didnt get food this time we learned from our last visit our night ended early when old drunk people started singing karaoke i would not recommend going here any night especially on a friday night,"[{'term': 'Ġselection Ġhas', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġthis', 'polarity': 'neu'}]"
heaven forbid that any act im into is seeking a show palace out in phoenixs paved over backyard mesa arizonannshort of a smiths oneshowonly reunion i will never venture here just to park my happy ass 3 miles from the venue plant my ass in an ocean of unenthusiastic knuckleheads who insist on sitting on their ledge in lieu of standing and praying for a geyser of alcohol to emerge from mesas rancid underground so that i may indulge in a beverage past 9 oclocknnno proper show should even start by 10pm much much less end by that time wtf how in the world did this venue even get approved this is like getting a chance to party on the tour bus with van fucking halen only they decided to reunite with gary cherone as their frontman and they all were experimenting with homosexuality that week and drank mr pibb instead of makers mark a freaking nightmare this place,[]
omg the previous reviews were absolutely right these women suck at customer service my husband wanted a coffee for the road and a few donuts for the twins he noticed the woman in front of him ordering also an ice coffee and repeating several times no sugar no cream no milk my husband wanted just an ice coffee no sugar since we use stevia she was really rude when he was ordering the donuts we finally left with our order got in the car and drove away i handed the kids the donuts and realized she shorted us also guess what my husbands unsweetened coffee was full if corn syrup or whatever crap they use for sweetening that made it taste like a chemical spill just awful he wanted me to taste it heck no,"[{'term': 'uts Ġwe', 'polarity': 'neu'}, {'term': 'uts Ġand', 'polarity': 'neu'}]"
dry and bland i could cook better at home ive tried both the pork and brisket,"[{'term': 'Ġand', 'polarity': 'neu'}, {'term': 'et', 'polarity': 'pos'}]"
about 20 or so years ago vegas was trying to market itself as a family vacation destination luckily vegas got smart and decided to stick to adult entertainment which it does bestnnexcalibur is a big tacky reminder of this failed attempt at good clean family fun with a little bit of naughty mixed in nnthe rooms are cheap and the location is great and if thats all you really care about i say go for it because its vegas and all you really need a room for is sleeping and storing your stuff right wrongnnyou will spend more time in your room than you think so be comfortable a nice room hotel accoutrements will also help get you in a vegas state of mind,[]
the sushi wasnt fresh within an hour of finishing dinner i wasnt feeling well in the middle of the night i awoke extremely sick with food poisoning that lasted for a day,"[{'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġi', 'polarity': 'neu'}, {'term': 'Ġpoisoning', 'polarity': 'neu'}]"
wow i just drank the grossest most vile beer of my life ive seen frat initiations that were less gruesome ok take a beer feed it to a paying patron let the ass of it mold and dry out then use that old moldy glass to serve your next customer when i showed the waitress she looked terrified and tried to make up some excuse that it came from the keg when clearly we could see what took place here later the manager came over and apologized as he was shocked i had already consumed most of the vile beer before looking into the infectious glass oreganos you should be ashamed feeding honest hard working people this sh is disgraceful and i hope this post helps another hard working family avoid such a dreadful experience,"[{'term': 'Ġshe', 'polarity': 'neu'}]"
barely mediocre im giving it two stars because it didnt come back up,[]
for months ive waited for this place to open the sign on the outside advertised big view diner and sports lounge what a colossal disappointment first the highlights the food really is very good and i certainly do not want to take away from the diverse menu or good tasting food however it really is more of a diner than lounge let alone sports loungenni was there at 800pm they will be open for breakfast on a thursday night they did have all of the tvs on sports channels however there are only 4 tvs in the bar the other detractor from what has the potential to be a cool place was the 8 kids under the age of 10 i was actually looking for the ball pit or slide i counted in the bar and the word diner seems to have attracted the over 65 crowd which is surprising because again it was 8pm nnthe service was really slow bar and wait staff and they have no concept of how long it takes to turn tables but i will give them the benefit of the doubt since it just openednnoverall if you are looking for a place to get a good meal on that side of town this is the place but if you want a little more fun and excitement dont waste your time,"[{'term': 'Ġreally', 'polarity': 'neu'}, {'term': 'Ġor', 'polarity': 'neu'}, {'term': 'Ġhowever', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġstaff Ġand', 'polarity': 'neu'}, {'term': 'Ġbut', 'polarity': 'neu'}, {'term': 'Ġon', 'polarity': 'neu'}]"
two letters wt simply put there are too many drunk trashy guys who try to start fights here the management does little to offset that we know someone who got his car urinated on by a random drunk person and then that drunk person had the nerve to fight and assault him with 4 of his friends yeah we are talking west side type of mentality here the owners and the establishment dont do enough to screen their clients if you are an educated professional that dresses well and thinks fighting in bars is a little white trash and high school then this place is not for younnbahama breeze was nothing special but in early 2000 it at least attracted a crowd that was somewhat educated trendy and held good jobs sandbar is full of people who dont have enough money to party in scottsdale so they come here instead i live 5 minutes from this place and i will never come here again i would much rather drive to scottsdalenni wish this place had a cover and a drink minimum because i would pay generously to keep the idiots out,"[{'term': 'Ġminimum', 'polarity': 'neu'}]"
im changing my review the manager here does not care about the shopping carts its always a mess in the parking lot text of all the good spaces because nobody rounds up the cards i told him about it many times they just dont give a crap,"[{'term': 'Ġhere', 'polarity': 'neu'}, {'term': 'Ġcarts Ġits', 'polarity': 'neu'}]"
i went here with much optimism because of the great reviews on here but when i walked it it was nothing of what i expected my sister and i were craving some shrimp tacos so we went to the taco line it was very disorganized for the amount of people in there i like the idea of the street taco but maybe they should have made a longer buffet line after waiting for about 10 minutes before we could be helped even though several employees were standing around and talking they said the shrimp would be another 2 minutes and that we should sit down that turned into 15 minutes and we decided to get some chips and pico de gallo my sister and i went up to see if they were done and to our dismay everything that we wanted on the tacos were wrong they put cheese on shrimp tacos and being the foodie i am that is a big no no we decided to ignore it and went to pay the whole thing cost 15 that isnt a bad price but on the menu tacos cost around 4 and we got two orders so chips and pico de gallo cost 7 anyway the food was mediocre but not good enough to come back again,"[{'term': 'Ġtacos Ġso', 'polarity': 'pos'}, {'term': 'Ġline', 'polarity': 'neu'}, {'term': 'Ġtaco Ġbut', 'polarity': 'neu'}, {'term': 'Ġline', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'ico Ġde Ġgall o Ġmy', 'polarity': 'neu'}, {'term': 'Ġwere', 'polarity': 'neu'}, {'term': 'Ġtacos Ġand', 'polarity': 'neu'}, {'term': 'ie', 'polarity': 'neu'}, {'term': 'Ġtacos', 'polarity': 'neu'}, {'term': 'Ġcost', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'ico Ġde Ġgall o Ġcost', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}]"
took forever just to take our drink order we sat for 5 mins before someone stopped by our table and they quit serving mtn dew,"[{'term': 'Ġorder', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}]"
after visiting the dominion cinema yesterday we decided to go for a chinese to say we were disappointed would be an understatement nnthe staff were very sweet but that is were the positives end the du00e9cor was pretty awful and the atmosphere could be cut with a knife there hardly any customers in there and everything just seemed pretty awkward but all that could be forgiven if the food was good but it wasnt nnto start with we shared a plate of ribs prawn toast and spring rolls this literally came out minutes after we ordered and appeared to have been dropped in the deep fat fryer hence the speed and extreme amount of grease for main course we shared sweet and sour cantonese chicken with rice and singapore noodles the sweet and sour was the worst and most fluorescent ive ever had i did eat it all because i was starving and very hungover the noodles were very tasteless and they taste that was there just wasnt nicennmy friend did say to the waiter just before we paid that the food wasnt very good and his response was well you ate it all we didnt actually and this was an odd responsennso overall it was very disappointing but a shame because the staff were nice,"[{'term': 'Ġwere', 'polarity': 'neu'}, {'term': 'Ġcould', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġp rawn Ġtoast Ġand', 'polarity': 'pos'}, {'term': 'Ġrolls Ġthis', 'polarity': 'pos'}, {'term': 'ones e Ġchicken Ġwith Ġrice Ġand', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġwere', 'polarity': 'neu'}, {'term': 'Ġjust', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġwere', 'polarity': 'neu'}]"
we stayed at the hilton phoenix airport hotel for one night on our way back to philadelphia from hawaii we werent planning on staying over in phoenix but with many flights getting canceled due to the snow in philly we decided to delay our flight and spend the night nnwe just spent a wonderful week at the hilton waikoloa and my husband stays in hiltons for work several days each month so we really trust the hilton brand sadly however our experience at the hilton phoenix airport hotel was an exception we were quite surprised by the poor quality of the hotel all around nnfirst our flight arrived at 9 am so we knew we had several hours until our room would be ready we asked the front desk if we could check in early before 3 and they said that they would try to have a room ready early but that there would be a charge for early check in we realize that there is probably a policy that states we should be charged for early checkin but we have never at other hilton properties been told we had to pay extra for that we elected not to pay extra and as there is nothing really in walking distance we spent the morning and early afternoon in the common space of the hotel there is an outdoor patiopool space that has the potential to be very nicennhowever the hotel property is dated and is not kept up some examples of things that made us cringe there were drink cups left laying around for the entire day there was a big pile of cigarette butts sitting on top of one of the umbrellas by the pool see picture the room when we eventually got it smelled like bad body odor there were ketchup coffee blood stains splattered on the curtains in the hotel room see picture and the balcony facing the freeway and parking lot was tiny without enough room to sit one of the worst the toilet seat in the bathroom was way too small for the toilet see picture so needless to say it was not an enjoyable experience for me to go in to use the toilet after the boys in the family had used it and got the rim of the toilet dirty the toilet was not even properly attached to the wall so the whole toilet would rock and bang against the wall when someone sat down nni had a terrible nights sleep because every time someone on the hall closed the door to their hotel room or the executive lounge the whole wall shook and the sound echoed loudly down the hall nnthe pool was nice for the kids to play in but the hot tub was broken nnthe wireless internet was so slow slower than dialup it was hardly worth my time to sit there and wait for it to load anythingnnthe executive lounge was average with a nice sitting area and tvs the food was below average lacking in variety and the service was grouchy the internet on the computers was not working the entire time we were there so no chance to print boarding passesnnthere is nothing within walking distance besides a bunch of other hotelsnnwe ate at rennicks restaurant with some eager anticipation because we were hungry and the menu looked decent and it was our only option we sat outside in the lovely and peaceful courtyard by the fountain the waitress was very earnest and sweet i ordered a tuna melt with sweet potato fries everything on the plate was cold though the plate was warm there was a sprinkle of cheese on the top that looked like it was broiled for 20 seconds to brown but even that was cold i asked the waitress to have them reheat the sandwich and maybe put a little more cheese on the top she returned with the cold sandwich and cold fries she told me that the chef said thats how the sandwich is supposed to be she even came out with another waitress that affirmed that the tuna melt is supposed to be cold its a tuna salad and comes cold i pointed out that my fries were cold the waitress reached over and grabbed one from my plate and said yeah it is cold im sorry she came back later and said that the manager was running to a meeting but would take 10 off for me for the inconvenience i would have rather had some warm food i tried to be a good sport and eat it but it was unappetizing so i left it uneaten having to mostly pay for the food i did not eat with not even a token attempt from the restaurant to try and fix it or get me something i liked total let downnnthe best part of our experience at this hotel was the transportation tofrom the airport both of the drivers were prompt courteous and helpfulnnim sad to report all these issues with this hotel that are clearly inconsistent with the hilton brand i was disappointed to say the least and i hope that hilton will do something to bring this hotel up to par,"[{'term': 'Ġdesk', 'polarity': 'neu'}, {'term': 'Ġcups', 'polarity': 'neu'}, {'term': 'Ġbut', 'polarity': 'neu'}, {'term': 'Ġseat Ġin', 'polarity': 'neu'}, {'term': 'Ġtub Ġwas', 'polarity': 'pos'}]"
we got a pre dinner meal before our circ de soliel show the dinner tickets were 49 per person which didnt include drinks tax or gratuityokay fine but then we were brought the pre show menu which only included soup or salad a pasta chicken or skirt steak no side dish and desert was miniature eskimo pies 3 on a toothpick or donut holes the cheapest glass of wine was 17 not even close to worth the price wouldnt recommend,"[{'term': 'Ġtickets Ġwere', 'polarity': 'neu'}, {'term': 'Ġtax', 'polarity': 'neu'}, {'term': 'Ġor', 'polarity': 'neu'}, {'term': 'Ġa', 'polarity': 'neu'}, {'term': 'Ġchicken Ġor', 'polarity': 'neu'}, {'term': 'Ġsteak Ġno', 'polarity': 'neu'}, {'term': 'Ġdish Ġand', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'k imo Ġpies Ġ3', 'polarity': 'neu'}, {'term': 'Ġof Ġwine Ġwas', 'polarity': 'neu'}, {'term': 'Ġwould', 'polarity': 'neu'}]"
please note i am rating the mini golf course at the leatherman golf learning center and this review in no way has anything to do with this place as a golf learning institutennthe highlight of the course was that every hole did in fact have a hole to shoot for and thats how it got at least one star nnrather than talk this out i may have to bullet point my thoughtsnthe turfs were torn upnnone of the water traps were filled with water although one of the holes was indeed waterlogged none of the lights on the course had been smashed out with the glass shards still just lying around itnsome of the hole designs made no sensenno windmills or laughing clowns not a real complaintnnnow i just like any other reasonably decent human being have nothing against making everything handicap accessible however when it comes to mini golf there has to be a better system then simply removing two of the brick pieces from the walls of each hole i am only assuming that is the reason that every hole had two equidistant holes in the walls does it count as a one stroke penalty if your ball goes through the handicap exit mini golf courses need wallsnni can imagine that in its prime this course was not too shabby but these days its nothing but shabby nnhowever i do recommend the driving range there is a coupon in the entertainment book for a free bucket of balls when you buy one so that was fun not being an actual golfer i dont know if there is a way to make a driving range bad maybe if there was a wall in front of you that sent the balls right back,"[{'term': 'Ġtraps', 'polarity': 'neu'}]"
ok so im not into country sure i like a little shania a little taylor swift and i know the words to friends in low places but thats about as far as i go but when you go to vegas for someones birthday you do what the birthday girl wants only fair nnso like almost every other black person who gets talked into going to a country bar i was a little worried about being sidelined by the unfamiliar line dancing and stared down for having a lot of pigmentlol but lo and behold the only line dance for the night was the electric slide got that and there was a united nationsish range of diversity throughout the bar well alrighty then the drinks were ok and the bar had a lot of seats no cover charge or waiting in line either its more casual attire than dressy bartenders put on a good show bottle flipping stacked shots free shots and some kind of simulated fellatio act with a loud alarm for the bachelorette parties nnalthough i had fun with my friends i was a little disappointed by the overall experience call me crazy but it didnt seem country enough i mean i wasnt expecting hay and cowboys but the cover band was kid of a let down they played some country hits and some rock hits come on eileen take on me etc but they werent that great and then they just started playing a couple hip hop songs to keep people dancingbut hello you cant really dance to a cover version of california loveum nonnmy vote look for a legit cw bar somewhere off the strip not this commercialized space or just go back to another swanky vegas club,"[{'term': 'Ġwere', 'polarity': 'neu'}, {'term': 'Ġhad', 'polarity': 'neu'}, {'term': 'enders Ġput', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'boys Ġbut', 'polarity': 'neu'}, {'term': 'Ġband Ġwas', 'polarity': 'neu'}]"
one of the few places to get espressos and lattes in the downtown lv area its a small location with limited choices of pastries at leasts the few times i have been there its on the fremont side of the golden nugget which has another one on the carson side this one tends to be less crowded in the morning as the one on the carson side is the near the place where people wait to hop back on their tour bus and take a coffee while waiting,"[{'term': 'press os Ġand', 'polarity': 'pos'}, {'term': 'es Ġin', 'polarity': 'pos'}, {'term': 'ries Ġat', 'polarity': 'pos'}]"
wow i am never ever eating here again we came here on a saturday night for crab legs only to find out they stopped serving crab legs in february ok fine the other food here seemed ok enough in the past i was wrong everything was dry and over cooked nnbut that wasnt even the worst part as i was walking the line i noticed a little boy using his finger to scrap the mac and cheese serving spoon so i told the chef that was also walking the line he looked at the spoon and then proceeded to mix the mac and cheese with the tainted spoon yuck i then mentioned it to the server who then told the manager he went and looked at the spoon and then just walked away wtfnnnevereveragain,"[{'term': 'Ġlegs Ġin', 'polarity': 'neu'}, {'term': 'Ġand Ġcheese Ġserving Ġspoon Ġso', 'polarity': 'pos'}, {'term': 'Ġand Ġcheese Ġwith', 'polarity': 'pos'}, {'term': 'Ġy', 'polarity': 'neu'}, {'term': 'Ġwho', 'polarity': 'neu'}]"
rawhide used to be a great place and tradition to visit in october to celebrate all the october birthdays in our family the food and music was good and a walk in the town was fun especially this time of yearnthe menu has changed and my favorite flat iron steak is no longer available they give boring dinner rolls with dinner now instead of the yummy corn bread my husband thinks the new menu is better i disagree nduring this visit we hadnt even had a chance to order our drinks before the pedaling magician was at our table doing tricks for tips the kids enjoyed the tricks but we would have appreciated if he let us get settled in firstnnow they charge 5 to park in their empty lot and the town is no longer decorated for halloween no more headless horseman or coffins they dont even do the haunted train ride anymore it is easy to see why rawhide is now a ghost town,"[{'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġiron Ġsteak Ġis', 'polarity': 'pos'}, {'term': 'Ġrolls Ġwith', 'polarity': 'neu'}, {'term': 'Ġnow', 'polarity': 'neu'}, {'term': 'Ġbread Ġmy', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'neu'}]"
eh considering i spent 10 per salad it was a ripoff that they forgot the ham this is not a good place to go to if you dont have much time until your flight,"[{'term': 'Ġit', 'polarity': 'neu'}, {'term': 'Ġthis', 'polarity': 'neu'}]"
aria is modern and pimp thats all i say about the structurenndealers and workersnthey are super diks to people they treat everyone like garbage i wont be surprised if this place gets no repeat business because i would never play here again,"[{'term': 'n', 'polarity': 'neu'}, {'term': 'nt', 'polarity': 'neu'}]"
yuck white trash food,[]
the bread was served toasted and the reason why is because it was stale the crust was burned on a good note the oil that was served with the bread was good and spicy i ordered the sea scallop appetizer which was disappointing the bottom was charred and had a charcoal taste the couscous that was served with the scallop was very good the bass was very good but it was very disappointing how they prided themselves on deboning and there were zillions of bones when i mentioned the number of bones of the fish to the waiter he changed his tune about how perfect the deboning was and said what do you expect from a small fish they just have lots of bones in them for dessert they only had a choice of yogurt or fresh fruit i ordered the fresh fruit and it was okay but a little bit on the boring side for a fancy restaurant the waiter surprised us with a complimentary extra dessert of baklava this is probably the worst baklava ive ever had in my entire life the entire center was dried out and was like concrete theres was hardly anything soaking in honey,"[{'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġsc all op Ġappet izer Ġwhich', 'polarity': 'pos'}, {'term': 'c ous Ġthat', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġof', 'polarity': 'neu'}, {'term': 'ak l ava Ġ', 'polarity': 'neu'}]"
i visited customer service today looking for help with reinflating the fitness ball i purchased about a year ago the hand pump that came with the ball no longer worked though it had only been used for the initial inflation the young woman at the front desk tried to inflate it and failed she said i dont know what to tell you she did suggest i buy a whole new ballnni asked if they had any hand pumps i could purchase and was told no i asked if they had any inflation equipment in the back that could be used to reinflate my ball so i could use it today i was told no i asked if they could take a hand pump out of another ball inflate mine and put it back in nope cant do that eithernni went next door to target where i explained my problem a customer service rep came back with their brand of fitness balls opened the box took out the pump inflated my ball and put the pump back in the box it took about 30 seconds nni think i wont be looking for any more items or service from sports authority i dont need to deal with snotty and quite unhelpful employees,"[{'term': 'Ġfrom', 'polarity': 'neu'}]"
my fatherinlaw is visiting us and had a backpain in april 2012 i found backfit health and spinephoenix online and gave it a try they tried different ways to relief the pain one of way is to use electrical current to block the pain which showed some effect i was told on the third visit that i could purchase a tens unit to do it at home because i havent done any research on the pricing i was hesitate then i asked what kind of warranty it comes the technician i think his name is peter not 100 sure told me that there is no store warranty only manufacturing warranty then i asked if it can be returned he told me yes you can bring it back this made me going ahead and purchased the unit then i found a unit with much lower price online i purchased one from online and tried to return the first one to the store the next sat then i was shocked to hear from the same person telling me that medical device cannot be returned i can understand the policy of medical device cannot be returned after he told me that first time for me since i havent used any medical device before but he shouldnt lie to me in the first place and there is no any sign about this policy in the store or on my receipt i am very disappointed the dishonest way they run business,[]
one epic fail from start to finishn nso i called the hotel at noon on my day of check in to let them know that i would be there at midnight our drive from newport to vegas was quick and painless got some in and out and was ready for a fun fun night in vegas we pull up at the hotel at midnight and guess what go to check in oh were sorry the hotel is sold out well give you this nonhrh room plus 200 food and beverage and waive your resort charges fine fail go to the room and what a scary sight like something hunter s thompson stayed in dirty room next to an elevator next to a ice maker too bad the good dr gonzo didnt leave his magic suit case for us the either or some pills would have helped us sleep considering ding elevator rubble rubble ice machine every 20 minutes fail2 complained some more and got nowhere sucked it up and made the best of it considering they said theyd move us first thing tomorrow morning n nahhhh if it was that easy tomorrow morning rolls around and no dice couldnt get a hold of the front desk to save my life fail3 phone rang and rang finally called for the manager she apologized up and down said give her an hour we went down to the rehab pool sacked up and spent 200 on 2 chairs i confirmed with the pool attendant that the seats were ours for the day yes and he gave me a receipt go back to the room and 2 hours after my initial call my new room is ready fail4 ok can you please send the bellman to move our bags no they are too busy wtf really fail5 we finally get into our new roomwow hrh suites are super duper nice thanks for putting salt in the wound given the disgusting room we stayed in the night before n nwhat ever go back down to the pool the security guard decides to be mr big man with a small di tells my girlfriend she cant bring her purse into the pool really i was able to 2 hours ago whatever fail6 so she goes back to our room and i go to our chairs by the pool guess what they moved our stuff we werent therefail7 moved us to the back pool and the pool attendant must have compared his junk to the security guard and was all butt hurt because this guy didnt care where i was or what happened this is the best youre going to do glad i came down early and got a good seatnope pool gets 3 highlights amber our waitress super nice ian who said hed help us out and make up for it and then courtney who actually took care of everything thank you n nthings are looking up for us from this point on in fact had a very nice dinner at 35 steaks really enjoyed the beet salad and my ribeye following dinner we went to the bar anticipating the real reason were here fitz and the tantrums oh fail8 is right herei spent 90 on 2 tickets im dumb cause theres a voicemail on our room phone and some girl walking around the casino handing out free tickets darn it wasted that money show was awesome love those guys really if you get a chance go see fitzjust do it somewhere other than the hard rock hotel n nafter the show headed into vanity night club with thanks to courtneys business card we would have never gotten in without it you should have seen the line actually it wasnt anywhere close to a line just a mess of tarded looking people trying to get into the club tangent here hey big girls i know someone loves you but dont wear that dress wow zero organization by hotel security almost a fail but we got in with some elbow grease by my partner in crime had a great time at the club big space fun music i like the out door area to get away for a bit finally the night is almost over we went back to the room to order room servicewait for itits almost hereyup fail9 delivered our room service and youll never guessbrought the wrong food love it not the failures the irony of it all we eat what was there booze makes you do crazy things went to bed and thought we were donen nfail10 went to check out and the bill was wrong they didnt waive the resort fees really had to wait on hold for manager got to know the management staff well on this trip they fixed the bill and i was done n nback to our management encounters all of them matthew courtney ian and 2 other front desk managers all super nice all said sorry way too much and all need to stand up at their next management meeting and fix the system the hotel and the way things work and most of all the bell desk and pool attendants attitudes towards hotel guestsyou guys are in a service industry pretend to be nice and friendly you dont know who youre going to be rude to he may be some guy who has too much time and likes to yelp,"[{'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġdesk', 'polarity': 'neu'}, {'term': 'man', 'polarity': 'neu'}, {'term': 'Ġguard Ġdecides', 'polarity': 'neu'}, {'term': 'Ġattendant', 'polarity': 'neu'}, {'term': 'Ġguard', 'polarity': 'neu'}, {'term': 'Ġsuper', 'polarity': 'pos'}]"
my girlfiend and i eat out alot and this local establishment prompted me to start yelping hopefully they treat their tourists and locals who frequent during business days and hours better than we were treated were we given the smallest table in the house a high top smashed against the wall in flight path of servers and employees to and from the bar area the table was the size of a postage stamp 15 minutes for any employee to actually care to ask for our drink order passed and our waiter took both our drink and food order the crabcake app was delicious hardly any filler in the cake and the aioli sauce was perfect we both opted for po boys after my recommendation based on my last 2 business trips to new orleans my roast beef was very good tasted like a pot roast dinner fresh cut fries are my favorite although i have had better lolas were good maybe they should change the oil more often but nonetheless i was happy my girlfriend however had very average sweet potatoe fries and her blackened shrimp po boy lacked shrimp 6 baby shrimp buried in lettuce and tomatoe we requested no tomato for 13 bucks was embarrassing follow up was never conducted by our wait staff and when my girlfriend left 34 of the bread and all of the dressings on the plate no one asked if she was satisfied we eat out at alot of locals places in town and maybe we need to stop by a few more times to be treated like we are treated at some other places we frequent so the staff realizes we are local and not tourists that second trip is up for debate right now30 percent we do 70 percent we dont,"[{'term': 'Ġin', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġarea', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġorder', 'polarity': 'neu'}, {'term': 'Ġtook', 'polarity': 'neu'}, {'term': 'Ġorder', 'polarity': 'neu'}, {'term': 'cake Ġapp', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'iol i Ġsauce Ġwas', 'polarity': 'pos'}, {'term': 'Ġboys Ġafter', 'polarity': 'pos'}, {'term': 'Ġbeef Ġwas', 'polarity': 'neu'}, {'term': 'Ġroast Ġdinner Ġfresh', 'polarity': 'neu'}, {'term': 'at oe Ġfries Ġand', 'polarity': 'neu'}, {'term': 'ened Ġshrimp Ġpo Ġboy Ġlacked', 'polarity': 'neu'}, {'term': 'Ġ6', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'oe Ġwe', 'polarity': 'neu'}, {'term': 'Ġstaff Ġand', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'ings Ġon', 'polarity': 'neu'}, {'term': 'Ġno', 'polarity': 'neu'}, {'term': 'Ġrealizes', 'polarity': 'neu'}]"
one star for richard e yet the food is good nni have been here a few times and normally the service is as good as the food however this time the service was horrible we were rushed to order our main dish and asked repeatedly in a span of 3 minutes to order dessert no the place was not packed at all nnnote this was for game 7 of the 2014 world series so i could assume the staff just wanted to watch rather than have to serve that night if your place has pub in its name and numerous televisions you should expect people may get the idea they can enjoy a game there nni thought it may have been because we asked to switch tables something i dont do normally in order to see the game but the table next to us has the same problem with the server,"[{'term': 'Ġis', 'polarity': 'neu'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'Ġhowever', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġdish Ġand', 'polarity': 'neu'}, {'term': 'Ġno', 'polarity': 'neu'}, {'term': 'Ġjust', 'polarity': 'neu'}, {'term': 'Ġnext', 'polarity': 'neu'}]"
i was so excited to have this new well known mexican restaurant come to our favorite go to place red rock casino we made a reservation for 8 they had us down for 9 um really ran into friends there who had a reservation for 7 and at 720 were still standing there waiting and there were empty tables around the maitre d offered to buy them a drink so we all went along and even though we had our reservation screwed up too he refused to buy us a damn drink really just them at 815 we are still sitting at the bar wondering what the hell my friend went back up to the front and they were like oh yea we will seat you right now um ok again really no offer to purchase our first round of chips or a drink for us by the way when we called for our 8 pm reservation they said if we come in they turn tables fast and probably could be seated faster thats why we got there at 720 we figured we would enjoy the bar and a margarita either way 8 would have been fine that didnt even work out nnok so the good parts not all complainingn1 the outdoor area is cool and there is a bar out there too views of parking lot but with red rock in the background still would be fun to be out there if it werent 100 still at 8 pm i would definitely sit outside next time in cooler weather if there is a next time n2 the margaritas are on draft and they were delicious i would definitely at least go back for them at some pointn3 the chips were deliciousn4 my tiny chicken tacos were good thank god the chips filled us up so i didnt care that the tacos were so tiny nnthe cons n1 well the seating and reservation system definitely has some glitches to work out as noted above n2 i was absolutely shocked they do not make the guacamole table side i hate jalapeu00f1os and i had no choice it was premade i just expected moren3 pricey for the size of plates this is meant to be like tapas which i totally didnt get at first n4 the restaurant definitely packs in the tables we were thankfully sat at a cozy table for 3 in the corner so it wasnt so bad for the two of us there are plenty of tables for 2 really close to other tables i would have hated seating in one of those and was thankful we didnt get one of them nnoverall plenty of other good mexican restaurants in town not sure this will make it long term well see i will definitely go back for happy hour with friends and get drinks and appetizer but i wont go for dinner again thats why its just 2 stars for me,"[{'term': 'Ġor', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'ar ita Ġeither', 'polarity': 'pos'}, {'term': 'Ġarea', 'polarity': 'neu'}, {'term': 'Ġout', 'polarity': 'neu'}, {'term': 'ar itas Ġare', 'polarity': 'pos'}, {'term': 'Ġwere', 'polarity': 'neu'}, {'term': 'Ġtacos Ġwere', 'polarity': 'neu'}, {'term': 'Ġfilled', 'polarity': 'neu'}, {'term': 'Ġwere', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġsystem', 'polarity': 'neu'}, {'term': 'ac am ole Ġtable Ġside', 'polarity': 'pos'}, {'term': 'Ġthis', 'polarity': 'neu'}, {'term': 'Ġfor', 'polarity': 'neu'}]"
